position,test_season,n_test,mae,spearman
K,2017,33,32.514790458534705,0.41089937050228154
K,2018,33,35.58511270104032,0.2221664994984955
K,2019,35,35.05635475090572,0.27298830517256695
K,2020,34,35.95268876324682,0.14523774650954846
K,2021,37,30.91399944070223,0.42990986717267554
K,2022,33,32.71049571759773,0.5260782347041123
K,2023,33,33.34916923262856,0.4013884242221478
K,2024,33,31.561162779118977,0.5221934315661083
