position,test_season,n_test,mae,spearman
DEF,2018,32,31.76039431616664,0.15874910693858588
DEF,2019,31,26.81888321811153,0.21164719262236617
DEF,2020,32,24.264904094859958,0.3725765047173936
DEF,2021,32,21.87802005559206,0.19414094242613641
DEF,2022,32,25.894740007817745,0.1907956749602681
DEF,2023,32,31.04377835802734,-0.14209708461272025
DEF,2024,32,22.24736547190696,0.32886402585348945
