position,test_season,n_test,mae,spearman
QB,2017,51,73.19433916484608,0.7075113122171945
QB,2018,50,72.16425156612398,0.6049124830671091
QB,2019,57,72.41786851314076,0.7354161265232045
QB,2020,61,68.68292721756168,0.7057641459545213
QB,2021,67,62.1884230269247,0.6821773485513609
QB,2022,63,69.52951150288658,0.640968713668392
QB,2023,63,66.1589697277735,0.7446325921306195
QB,2024,63,57.149438775834575,0.7496009697276745
