position,test_season,n_test,mae,spearman
QB,2017,51,74.6793395508037,0.7010859728506786
QB,2018,50,74.64340323505402,0.5752359001874177
QB,2019,57,73.20260651053044,0.7441016333938295
QB,2020,61,66.397719225649,0.7218402961396085
QB,2021,67,62.75941670471163,0.6899193870221089
QB,2022,63,70.05591396922156,0.6461051040344298
QB,2023,63,65.52117752271985,0.721782855548994
QB,2024,63,57.754679915715776,0.7553134038730811
