position,test_season,n_test,mae,spearman
K,2017,33,32.64340467174848,0.40738883885844596
K,2018,33,33.6785272081693,0.3849882982280174
K,2019,35,35.55496701513018,0.3001820983330999
K,2020,34,36.25164145581863,0.15533981717302325
K,2021,37,32.824233042227256,0.3936321621414441
K,2022,33,31.8269831050526,0.5659115626224673
K,2023,33,33.80450256665548,0.43480806374359415
K,2024,33,31.52235617348642,0.5840508254125819
